,0,1
4350,35099,48107.0
4351,35099,48118.0
4352,35099,48229.0
4353,35099,57864.0
4354,35099,57865.0
4355,35099,58002.0
4356,35099,58005.0
4357,35099,58025.0
4358,35099,58908.0
4359,35099,59901.0
4360,35099,60393.0
4361,35099,60817.0
4362,35099,60954.0
4363,35099,60961.0
4364,35099,61313.0
4365,35099,61460.0
4366,35099,61766.0
4367,35099,61770.0
4368,35560,38579.0
4369,35560,39955.0
4370,35560,40040.0
4371,36447,42264.0
4372,36447,43183.0
4373,36447,43350.0
4374,36447,44043.0
4375,36447,42718.0
4376,36447,43629.0
4377,36447,43775.0
4378,36447,44008.0
4379,36447,45188.0
4380,36447,45507.0
4381,36447,46271.0
4382,34834,45037.0
4383,34834,36689.0
4384,34834,39496.0
4385,34834,47270.0
4386,34834,39029.0
4387,34834,36291.0
4388,34834,36183.0
4389,34834,36195.0
4390,34834,36381.0
4391,34834,36382.0
4392,34834,36409.0
4393,34834,36411.0
4394,34834,36485.0
4395,34834,36486.0
4396,34834,36548.0
4397,34834,36550.0
4398,34834,36597.0
4399,34834,36670.0
4400,34834,36673.0
4401,34834,36775.0
4402,34834,36928.0
4403,34834,36929.0
4404,34834,36969.0
4405,34834,37026.0
4406,34834,37027.0
4407,34834,37121.0
4408,34834,37206.0
4409,34834,37207.0
4410,34834,37405.0
4411,34834,37406.0
4412,34834,37422.0
4413,34834,37581.0
4414,34834,37583.0
4415,34834,37590.0
4416,34834,37722.0
4417,34834,37724.0
4418,34834,37725.0
4419,34834,37846.0
4420,34834,37847.0
4421,34834,37848.0
4422,34834,37865.0
4423,34834,37988.0
4424,34834,38128.0
4425,34834,38129.0
4426,34834,38130.0
4427,34834,38131.0
4428,34834,38245.0
4429,34834,38355.0
4430,34834,38539.0
4431,34834,38550.0
4432,34834,38576.0
4433,34834,38577.0
4434,34834,38740.0
4435,34834,38744.0
4436,34834,38873.0
4437,34834,38875.0
4438,34834,39026.0
4439,34834,39164.0
4440,34834,39165.0
4441,34834,39166.0
4442,34834,39305.0
4443,34834,39309.0
4444,34834,39492.0
4445,34834,39493.0
4446,34834,39498.0
4447,34834,44822.0
4448,34834,44823.0
4449,34834,45512.0
4450,34834,45514.0
4451,34834,45515.0
4452,34834,45518.0
4453,34834,46056.0
4454,34834,46251.0
4455,34834,46691.0
4456,34834,46814.0
4457,34834,46815.0
4458,34834,46982.0
4459,34834,47158.0
4460,34834,47271.0
4461,34834,47294.0
4462,34834,47440.0
4463,34834,47692.0
4464,34834,47693.0
4465,34834,48107.0
4466,34834,48118.0
4467,34834,48229.0
4468,34834,48664.0
4469,34834,49177.0
4470,34834,49183.0
4471,34834,49330.0
4472,34670,37407.0
4473,34670,39284.0
4474,34670,40721.0
4475,35387,60950.0
4476,35387,39957.0
4477,35387,62411.0
4478,35387,63085.0
4479,35387,66903.0
4480,35387,66905.0
4481,35387,61329.0
4482,35387,58140.0
4483,35387,59452.0
4484,35387,66975.0
4485,35387,45037.0
4486,35387,36689.0
4487,35387,55778.0
4488,35387,41402.0
4489,35387,42847.0
4490,35387,60951.0
4491,35387,39496.0
4492,35387,67231.0
4493,35387,47270.0
4494,35387,63071.0
4495,35387,39029.0
4496,35387,36291.0
4497,35387,36183.0
4498,35387,36195.0
4499,35387,36381.0
4500,35387,36382.0
4501,35387,36409.0
4502,35387,36411.0
4503,35387,36486.0
4504,35387,36548.0
4505,35387,36550.0
4506,35387,36597.0
4507,35387,36670.0
4508,35387,36673.0
4509,35387,36775.0
4510,35387,36928.0
4511,35387,36929.0
4512,35387,36969.0
4513,35387,37026.0
4514,35387,37027.0
4515,35387,37121.0
4516,35387,37206.0
4517,35387,37207.0
4518,35387,37405.0
4519,35387,37406.0
4520,35387,37422.0
4521,35387,37581.0
4522,35387,37583.0
4523,35387,37590.0
4524,35387,37722.0
4525,35387,37724.0
4526,35387,37725.0
4527,35387,37846.0
4528,35387,37847.0
4529,35387,37848.0
4530,35387,37865.0
4531,35387,37988.0
4532,35387,38128.0
4533,35387,38129.0
4534,35387,38130.0
4535,35387,38131.0
4536,35387,38245.0
4537,35387,38355.0
4538,35387,38539.0
4539,35387,38550.0
4540,35387,38576.0
4541,35387,38577.0
4542,35387,38740.0
4543,35387,38744.0
4544,35387,38873.0
4545,35387,38875.0
4546,35387,39024.0
4547,35387,39025.0
4548,35387,39026.0
4549,35387,39163.0
4550,35387,39164.0
4551,35387,39165.0
4552,35387,39166.0
4553,35387,39305.0
4554,35387,39309.0
4555,35387,39490.0
4556,35387,39491.0
4557,35387,39492.0
4558,35387,39493.0
4559,35387,39494.0
4560,35387,39498.0
4561,35387,39610.0
4562,35387,39727.0
4563,35387,39728.0
4564,35387,39730.0
4565,35387,39731.0
4566,35387,39732.0
4567,35387,39867.0
4568,35387,39956.0
4569,35387,40056.0
4570,35387,40596.0
4571,35387,40852.0
4572,35387,40854.0
4573,35387,40973.0
4574,35387,41152.0
4575,35387,41153.0
4576,35387,41156.0
4577,35387,41403.0
4578,35387,41404.0
4579,35387,41405.0
4580,35387,41406.0
4581,35387,42100.0
4582,35387,42104.0
4583,35387,42720.0
4584,35387,42849.0
4585,35387,43041.0
4586,35387,43778.0
4587,35387,43785.0
4588,35387,44045.0
4589,35387,44511.0
4590,35387,44822.0
4591,35387,44823.0
4592,35387,45512.0
4593,35387,45514.0
4594,35387,45515.0
4595,35387,45518.0
4596,35387,46056.0
4597,35387,46251.0
4598,35387,46691.0
4599,35387,46814.0
4600,35387,46815.0
4601,35387,46982.0
4602,35387,47158.0
4603,35387,47271.0
4604,35387,47294.0
4605,35387,47440.0
4606,35387,47692.0
4607,35387,47693.0
4608,35387,48107.0
4609,35387,48118.0
4610,35387,48229.0
4611,35387,48664.0
4612,35387,49177.0
4613,35387,49183.0
4614,35387,49330.0
4615,35387,49825.0
4616,35387,50200.0
4617,35387,51359.0
4618,35387,51490.0
4619,35387,52111.0
4620,35387,52353.0
4621,35387,52356.0
4622,35387,52367.0
4623,35387,52797.0
4624,35387,52800.0
4625,35387,53863.0
4626,35387,56822.0
4627,35387,57864.0
4628,35387,57865.0
4629,35387,58002.0
4630,35387,58005.0
4631,35387,58025.0
4632,35387,58908.0
4633,35387,59901.0
4634,35387,60393.0
4635,35387,60817.0
4636,35387,60954.0
4637,35387,60961.0
4638,35387,61313.0
4639,35387,61460.0
4640,35387,61766.0
4641,35387,61770.0
4642,35387,62045.0
4643,35387,62147.0
4644,35387,62284.0
4645,35387,62429.0
4646,35387,62836.0
4647,35387,62967.0
4648,35387,62968.0
4649,35387,63072.0
4650,35387,63347.0
4651,35387,64269.0
4652,35387,66085.0
4653,35387,66087.0
4654,35387,66553.0
4655,35387,66656.0
4656,35387,66686.0
4657,35387,66798.0
4658,35387,66799.0
4659,35387,66835.0
4660,35387,66873.0
4661,35387,66874.0
4662,35387,66898.0
4663,35387,66899.0
4664,35387,66934.0
4665,35387,67269.0
4666,35387,67303.0
4667,35387,67389.0
4668,36677,38572.0
4669,36677,40302.0
4670,36677,39482.0
4671,36677,39459.0
4672,36677,39460.0
4673,36677,39480.0
4674,36677,39605.0
4675,36677,39832.0
4676,36677,39847.0
4677,36677,39953.0
4678,36677,40042.0
4679,36677,40331.0
4680,36677,40343.0
4681,36677,40481.0
4682,36677,41273.0
4683,36677,46395.0
4684,36677,46553.0
4685,36677,46706.0
4686,36677,46708.0
4687,36677,46823.0
4688,36677,47152.0
4689,36677,47290.0
4690,36677,49052.0
4691,36677,49172.0
4692,36677,49335.0
4693,36677,53527.0
4694,36677,59287.0
4695,36677,66082.0
4696,36677,66244.0
4697,36677,66320.0
4698,39284,47020.0
4699,40721,44007.0
4700,40721,52678.0
4701,40721,60620.0
4702,40721,52504.0
4703,40721,46695.0
4704,40721,43350.0
4705,40721,44043.0
4706,40721,50170.0
4707,40721,59034.0
4708,40721,53738.0
4709,40721,43629.0
4710,40721,43775.0
4711,40721,44008.0
4712,40721,45188.0
4713,40721,45507.0
4714,40721,46271.0
4715,40721,46551.0
4716,40721,47000.0
4717,40721,47579.0
4718,40721,47582.0
4719,40721,47698.0
4720,40721,47926.0
4721,40721,50030.0
4722,40721,50813.0
4723,40721,50937.0
4724,40721,52097.0
4725,40721,63629.0
4726,46711,59453.0
4727,35475,39957.0
4728,35475,45037.0
4729,35475,36689.0
4730,35475,55778.0
4731,35475,41402.0
4732,35475,42847.0
4733,35475,47270.0
4734,35475,39029.0
4735,35475,36291.0
4736,35475,54204.0
4737,35475,36381.0
4738,35475,36382.0
4739,35475,36409.0
4740,35475,36411.0
4741,35475,36485.0
4742,35475,36486.0
4743,35475,36548.0
4744,35475,36550.0
4745,35475,36597.0
4746,35475,36670.0
4747,35475,36673.0
4748,35475,36775.0
4749,35475,36928.0
4750,35475,36929.0
4751,35475,36969.0
4752,35475,37026.0
4753,35475,37027.0
4754,35475,37121.0
4755,35475,37206.0
4756,35475,37207.0
4757,35475,37405.0
4758,35475,37406.0
4759,35475,37422.0
4760,35475,37581.0
4761,35475,37583.0
4762,35475,37590.0
4763,35475,37722.0
4764,35475,37724.0
4765,35475,37725.0
4766,35475,37846.0
4767,35475,37847.0
4768,35475,37848.0
4769,35475,37865.0
4770,35475,37988.0
4771,35475,38128.0
4772,35475,38129.0
4773,35475,38130.0
4774,35475,38131.0
4775,35475,38245.0
4776,35475,38355.0
4777,35475,38539.0
4778,35475,38550.0
4779,35475,38576.0
4780,35475,38577.0
4781,35475,38740.0
4782,35475,38744.0
4783,35475,38873.0
4784,35475,38875.0
4785,35475,39024.0
4786,35475,39025.0
4787,35475,39026.0
4788,35475,39163.0
4789,35475,39164.0
4790,35475,39165.0
4791,35475,39166.0
4792,35475,39305.0
4793,35475,39309.0
4794,35475,39490.0
4795,35475,39491.0
4796,35475,39492.0
4797,35475,39493.0
4798,35475,39494.0
4799,35475,39498.0
4800,35475,39610.0
4801,35475,39727.0
4802,35475,39728.0
4803,35475,39730.0
4804,35475,39732.0
4805,35475,39867.0
4806,35475,39956.0
4807,35475,40852.0
4808,35475,40854.0
4809,35475,40973.0
4810,35475,41152.0
4811,35475,41153.0
4812,35475,41156.0
4813,35475,41403.0
4814,35475,41404.0
4815,35475,41405.0
4816,35475,41406.0
4817,35475,42100.0
4818,35475,42104.0
4819,35475,42720.0
4820,35475,42849.0
4821,35475,43041.0
4822,35475,43778.0
4823,35475,43785.0
4824,35475,44045.0
4825,35475,44511.0
4826,35475,44822.0
4827,35475,44823.0
4828,35475,45512.0
4829,35475,45514.0
4830,35475,45515.0
4831,35475,45518.0
4832,35475,48107.0
4833,35475,48118.0
4834,35475,48229.0
4835,35475,48664.0
4836,35475,49177.0
4837,35475,49183.0
4838,35475,49330.0
4839,35475,49825.0
4840,35475,50200.0
4841,35475,51359.0
4842,35475,51490.0
4843,35475,52111.0
4844,35475,52797.0
4845,35475,53863.0
4846,35475,56822.0
4847,35475,57864.0
4848,35475,57865.0
4849,35475,64269.0
4850,35475,66085.0
4851,35475,66087.0
4852,35475,67269.0
4853,35475,67303.0
4854,40297,44007.0
4855,40297,60620.0
4856,40297,46695.0
4857,40297,51101.0
4858,40297,44478.0
4859,40297,44043.0
4860,40297,50170.0
4861,40297,43629.0
4862,40297,43775.0
4863,40297,44008.0
4864,40297,45188.0
4865,40297,45507.0
4866,40297,46271.0
4867,40297,46551.0
4868,40297,47000.0
4869,40297,47579.0
4870,40297,47582.0
4871,40297,47698.0
4872,40297,47926.0
4873,40297,63629.0
4874,50025,53857.0
4875,50025,55755.0
4876,50025,53241.0
4877,50025,53248.0
4878,50025,60343.0
4879,50025,53247.0
4880,50025,60483.0
4881,50025,53523.0
4882,50025,60628.0
4883,50025,53246.0
4884,50025,53527.0
4885,50025,66082.0
4886,50025,66244.0
4887,50025,66320.0
4888,34742,39957.0
4889,34742,39496.0
4890,34742,39029.0
4891,34742,38571.0
4892,34742,40338.0
4893,34742,40965.0
4894,34742,39959.0
4895,34742,40964.0
4896,34742,41154.0
4897,34742,38578.0
4898,34742,40340.0
4899,34742,37206.0
4900,34742,37207.0
4901,34742,37405.0
4902,34742,37406.0
4903,34742,37422.0
4904,34742,37581.0
4905,34742,37583.0
4906,34742,37590.0
4907,34742,37722.0
4908,34742,37724.0
4909,34742,37725.0
4910,34742,37846.0
4911,34742,37847.0
4912,34742,37848.0
4913,34742,37865.0
4914,34742,37988.0
4915,34742,38128.0
4916,34742,38129.0
4917,34742,38130.0
4918,34742,38131.0
4919,34742,38245.0
4920,34742,38355.0
4921,34742,38550.0
4922,34742,38576.0
4923,34742,38577.0
4924,34742,38740.0
4925,34742,38744.0
4926,34742,38873.0
4927,34742,38875.0
4928,34742,39024.0
4929,34742,39025.0
4930,34742,39026.0
4931,34742,39163.0
4932,34742,39164.0
4933,34742,39165.0
4934,34742,39166.0
4935,34742,39305.0
4936,34742,39309.0
4937,34742,39490.0
4938,34742,39491.0
4939,34742,39492.0
4940,34742,39493.0
4941,34742,39494.0
4942,34742,39498.0
4943,34742,39610.0
4944,34742,39727.0
4945,34742,39728.0
4946,34742,39730.0
4947,34742,39731.0
4948,34742,39732.0
4949,34742,39867.0
4950,34742,39956.0
4951,34742,40056.0
4952,34742,40596.0
4953,34742,40852.0
4954,34742,40854.0
4955,34742,40973.0
4956,34742,41152.0
4957,34742,41153.0
4958,34742,41156.0
4959,36218,39957.0
4960,36218,41402.0
4961,36218,42847.0
4962,36218,40336.0
4963,36218,40338.0
4964,36218,40965.0
4965,36218,39959.0
4966,36218,40964.0
4967,36218,41730.0
4968,36218,41154.0
4969,36218,40339.0
4970,36218,40340.0
4971,36218,44209.0
4972,36218,44208.0
4973,36218,39727.0
4974,36218,39728.0
4975,36218,39730.0
4976,36218,39731.0
4977,36218,39732.0
4978,36218,39867.0
4979,36218,39956.0
4980,36218,40056.0
4981,36218,40596.0
4982,36218,40852.0
4983,36218,40854.0
4984,36218,40973.0
4985,36218,41152.0
4986,36218,41153.0
4987,36218,41156.0
4988,36218,41403.0
4989,36218,41404.0
4990,36218,41405.0
4991,36218,41406.0
4992,36218,42100.0
4993,36218,42104.0
4994,36218,42720.0
4995,36218,42849.0
4996,36218,43041.0
4997,36218,43778.0
4998,36218,43785.0
4999,36218,44045.0
5000,34809,39957.0
5001,34809,39496.0
5002,34809,39029.0
5003,34809,36927.0
5004,34809,40338.0
5005,34809,39959.0
5006,34809,36928.0
5007,34809,36929.0
5008,34809,36969.0
5009,34809,37026.0
5010,34809,37027.0
5011,34809,37121.0
5012,34809,37206.0
5013,34809,37207.0
5014,34809,37405.0
5015,34809,37406.0
5016,34809,37422.0
5017,34809,37581.0
5018,34809,37583.0
5019,34809,37590.0
5020,34809,37722.0
5021,34809,37724.0
5022,34809,37725.0
5023,34809,37846.0
5024,34809,37847.0
5025,34809,37848.0
5026,34809,37865.0
5027,34809,37988.0
5028,34809,38128.0
5029,34809,38129.0
5030,34809,38130.0
5031,34809,38131.0
5032,34809,38245.0
5033,34809,38355.0
5034,34809,38550.0
5035,34809,38576.0
5036,34809,38577.0
5037,34809,38740.0
5038,34809,38744.0
5039,34809,38873.0
5040,34809,38875.0
5041,34809,39024.0
5042,34809,39025.0
5043,34809,39026.0
5044,34809,39163.0
5045,34809,39164.0
5046,34809,39165.0
5047,34809,39166.0
5048,34809,39305.0
5049,34809,39309.0
5050,34809,39490.0
5051,34809,39491.0
5052,34809,39492.0
5053,34809,39493.0
5054,34809,39494.0
5055,34809,39498.0
5056,34809,39610.0
5057,34809,39727.0
5058,34809,39728.0
5059,34809,39730.0
5060,34809,39731.0
5061,34809,39732.0
5062,34809,39867.0
5063,34809,39956.0
5064,34809,40056.0
5065,34809,40596.0
5066,34809,40852.0
5067,34809,40854.0
5068,35565,60950.0
5069,35565,39957.0
5070,35565,61329.0
5071,35565,58140.0
5072,35565,59452.0
5073,35565,45037.0
5074,35565,36689.0
5075,35565,41402.0
5076,35565,42847.0
5077,35565,60951.0
5078,35565,39496.0
5079,35565,39029.0
5080,35565,48530.0
5081,35565,36927.0
5082,35565,40338.0
5083,35565,45346.0
5084,35565,40965.0
5085,35565,39959.0
5086,35565,60826.0
5087,35565,40964.0
5088,35565,57345.0
5089,35565,61312.0
5090,35565,36670.0
5091,35565,36673.0
5092,35565,36775.0
5093,35565,36928.0
5094,35565,36929.0
5095,35565,36969.0
5096,35565,37026.0
5097,35565,37027.0
5098,35565,37121.0
5099,35565,37206.0
5100,35565,37207.0
5101,35565,37405.0
5102,35565,37406.0
5103,35565,37422.0
5104,35565,37581.0
5105,35565,37583.0
5106,35565,37590.0
5107,35565,37722.0
5108,35565,37724.0
5109,35565,37725.0
5110,35565,37846.0
5111,35565,37847.0
5112,35565,37848.0
5113,35565,37865.0
5114,35565,37988.0
5115,35565,38128.0
5116,35565,38129.0
5117,35565,38130.0
5118,35565,38131.0
5119,35565,38245.0
5120,35565,38355.0
5121,35565,38539.0
5122,35565,38550.0
5123,35565,38576.0
5124,35565,38577.0
5125,35565,38740.0
5126,35565,38744.0
5127,35565,38873.0
5128,35565,38875.0
5129,35565,39024.0
5130,35565,39025.0
5131,35565,39026.0
5132,35565,39163.0
5133,35565,39164.0
5134,35565,39165.0
5135,35565,39166.0
5136,35565,39305.0
5137,35565,39309.0
5138,35565,39490.0
5139,35565,39491.0
5140,35565,39492.0
5141,35565,39493.0
5142,35565,39494.0
5143,35565,39498.0
5144,35565,39610.0
5145,35565,39727.0
5146,35565,39728.0
5147,35565,39730.0
5148,35565,39731.0
5149,35565,39732.0
5150,35565,39867.0
5151,35565,39956.0
5152,35565,40056.0
5153,35565,42100.0
5154,35565,42104.0
5155,35565,42720.0
5156,35565,42849.0
5157,35565,43041.0
5158,35565,43778.0
5159,35565,43785.0
5160,35565,44045.0
5161,35565,44511.0
5162,35565,44822.0
5163,35565,44823.0
5164,35565,45512.0
5165,35565,45514.0
5166,35565,45515.0
5167,35565,45518.0
5168,35565,46056.0
5169,35565,46251.0
5170,35565,57864.0
5171,35565,57865.0
5172,35565,58002.0
5173,35565,58005.0
5174,35565,58025.0
5175,35565,58908.0
5176,35565,59901.0
5177,35565,60393.0
5178,35565,60817.0
5179,35565,60954.0
5180,35565,60961.0
5181,35565,61313.0
5182,35565,61460.0
5183,34867,60950.0
5184,34867,39957.0
5185,34867,62411.0
5186,34867,63085.0
5187,34867,66903.0
5188,34867,66905.0
5189,34867,61329.0
5190,34867,58140.0
5191,34867,59452.0
5192,34867,36689.0
5193,34867,55778.0
5194,34867,41402.0
5195,34867,42847.0
5196,34867,39496.0
5197,34867,47270.0
5198,34867,39029.0
5199,34867,36291.0
5200,34867,36183.0
5201,34867,36195.0
5202,34867,36381.0
5203,34867,36382.0
5204,34867,36409.0
5205,34867,36411.0
5206,34867,36485.0
5207,34867,36486.0
5208,34867,36548.0
5209,34867,36550.0
5210,34867,36597.0
5211,34867,36670.0
5212,34867,36673.0
5213,34867,36775.0
5214,34867,36928.0
5215,34867,36929.0
5216,34867,36969.0
5217,34867,37026.0
5218,34867,37027.0
5219,34867,37121.0
5220,34867,37206.0
5221,34867,37207.0
5222,34867,37405.0
5223,34867,37406.0
5224,34867,37422.0
5225,34867,37581.0
5226,34867,37583.0
5227,34867,37590.0
5228,34867,37722.0
5229,34867,37724.0
5230,34867,37725.0
5231,34867,37846.0
5232,34867,37847.0
5233,34867,37848.0
5234,34867,37865.0
5235,34867,37988.0
5236,34867,38128.0
5237,34867,38129.0
5238,34867,38130.0
5239,34867,38131.0
5240,34867,38245.0
5241,34867,38355.0
5242,34867,38539.0
5243,34867,38550.0
5244,34867,38576.0
5245,34867,38577.0
5246,34867,38740.0
5247,34867,38873.0
5248,34867,39165.0
5249,34867,39305.0
5250,34867,39309.0
5251,34867,39490.0
5252,34867,39493.0
5253,34867,39727.0
5254,34867,40056.0
5255,34867,41405.0
5256,34867,52797.0
5257,34867,56822.0
5258,34867,57864.0
5259,34867,57865.0
5260,34867,58002.0
5261,34867,58005.0
5262,34867,58025.0
5263,34867,58908.0
5264,34867,59901.0
5265,34867,60817.0
5266,34867,66085.0
5267,34867,66087.0
5268,34867,66553.0
5269,34867,66656.0
5270,34867,66686.0
5271,34867,66798.0
5272,34867,66799.0
5273,34867,66835.0
5274,34867,66873.0
5275,34867,66874.0
5276,34867,66898.0
5277,34867,66899.0
5278,34867,67389.0
5279,34959,39957.0
5280,34959,45037.0
5281,34959,47292.0
5282,34959,42847.0
5283,34959,39496.0
5284,34959,47270.0
5285,34959,39029.0
5286,34959,36927.0
5287,34959,40338.0
5288,34959,45346.0
5289,34959,40965.0
5290,34959,39959.0
5291,34959,40964.0
5292,34959,36775.0
5293,34959,36928.0
5294,34959,36929.0
5295,34959,36969.0
5296,34959,37026.0
5297,34959,37027.0
5298,34959,37121.0
5299,34959,37206.0
5300,34959,37207.0
5301,34959,37405.0
5302,34959,37406.0
5303,34959,37422.0
5304,34959,37581.0
5305,34959,37583.0
5306,34959,37590.0
5307,34959,37722.0
5308,34959,37724.0
5309,34959,37725.0
5310,34959,37846.0
5311,34959,37847.0
5312,34959,37848.0
5313,34959,37865.0
5314,34959,37988.0
5315,34959,38128.0
5316,34959,38129.0
5317,34959,38130.0
5318,34959,38131.0
5319,34959,38245.0
5320,34959,38355.0
5321,34959,38539.0
5322,34959,38550.0
5323,34959,38576.0
5324,34959,38577.0
5325,34959,38740.0
5326,34959,38744.0
5327,34959,38873.0
5328,34959,38875.0
5329,34959,39024.0
5330,34959,39025.0
5331,34959,39026.0
5332,34959,39163.0
5333,34959,39164.0
5334,34959,39165.0
5335,34959,39166.0
5336,34959,39305.0
5337,34959,39309.0
5338,34959,39490.0
5339,34959,39491.0
5340,34959,39492.0
5341,34959,39493.0
5342,34959,39494.0
5343,34959,39498.0
5344,34959,39610.0
5345,34959,39727.0
5346,34959,39728.0
5347,34959,39730.0
5348,34959,39731.0
5349,34959,39732.0
5350,34959,39867.0
5351,34959,39956.0
5352,34959,40056.0
5353,34959,40596.0
5354,34959,42720.0
5355,34959,42849.0
5356,34959,43041.0
5357,34959,43778.0
5358,34959,43785.0
5359,34959,44045.0
5360,34959,44511.0
5361,34959,44822.0
5362,34959,44823.0
5363,34959,45512.0
5364,34959,45514.0
5365,34959,45515.0
5366,34959,45518.0
5367,34959,46056.0
5368,34959,46251.0
5369,34959,46691.0
5370,34959,46814.0
5371,34959,46815.0
5372,34959,46982.0
5373,34959,47158.0
5374,34959,47271.0
5375,34959,47294.0
5376,34983,60950.0
5377,34983,39957.0
5378,34983,62411.0
5379,34983,63085.0
5380,34983,66903.0
5381,34983,66905.0
5382,34983,61329.0
5383,34983,58140.0
5384,34983,66975.0
5385,34983,67004.0
5386,34983,45037.0
5387,34983,36689.0
5388,34983,55778.0
5389,34983,41402.0
5390,34983,42847.0
5391,34983,60951.0
5392,34983,67125.0
5393,34983,39496.0
5394,34983,67231.0
5395,34983,47270.0
5396,34983,63071.0
5397,34983,39029.0
5398,34983,48530.0
5399,34983,54204.0
5400,34983,36381.0
5401,34983,36382.0
5402,34983,36409.0
5403,34983,36411.0
5404,34983,36485.0
5405,34983,36486.0
5406,34983,36548.0
5407,34983,36550.0
5408,34983,36597.0
5409,34983,36670.0
5410,34983,36673.0
5411,34983,36775.0
5412,34983,36928.0
5413,34983,36929.0
5414,34983,36969.0
5415,34983,37026.0
5416,34983,37027.0
5417,34983,37121.0
5418,34983,37206.0
5419,34983,37207.0
5420,34983,37405.0
5421,34983,37406.0
5422,34983,37422.0
5423,34983,37581.0
5424,34983,37583.0
5425,34983,37590.0
5426,34983,37722.0
5427,34983,37724.0
5428,34983,37846.0
5429,34983,37847.0
5430,34983,37848.0
5431,34983,37865.0
5432,34983,37988.0
5433,34983,38128.0
5434,34983,38129.0
5435,34983,38130.0
5436,34983,38131.0
5437,34983,38245.0
5438,34983,38355.0
5439,34983,38539.0
5440,34983,38550.0
5441,34983,38576.0
5442,34983,38577.0
5443,34983,38740.0
5444,34983,38744.0
5445,34983,38873.0
5446,34983,38875.0
5447,34983,39024.0
5448,34983,39025.0
5449,34983,39026.0
5450,34983,39163.0
5451,34983,39164.0
5452,34983,39165.0
5453,34983,39166.0
5454,34983,39305.0
5455,34983,39309.0
5456,34983,39490.0
5457,34983,39491.0
5458,34983,39492.0
5459,34983,39493.0
5460,34983,39494.0
5461,34983,39498.0
5462,34983,39727.0
5463,34983,39728.0
5464,34983,40852.0
5465,34983,41404.0
5466,34983,41405.0
5467,34983,52367.0
5468,34983,52797.0
5469,34983,52800.0
5470,34983,53863.0
5471,34983,56822.0
5472,34983,66553.0
5473,34983,66656.0
5474,34983,66686.0
5475,34983,66798.0
5476,34983,66799.0
5477,34983,66835.0
5478,34983,66873.0
5479,34983,66874.0
5480,34983,66898.0
5481,34983,66899.0
5482,34983,66934.0
5483,34983,67269.0
5484,34983,67303.0
5485,34983,67389.0
5486,34989,39957.0
5487,34989,36689.0
5488,34989,39496.0
5489,34989,39029.0
5490,34989,36927.0
5491,34989,39959.0
5492,34989,36548.0
5493,34989,36550.0
5494,34989,36597.0
5495,34989,36670.0
5496,34989,36673.0
5497,34989,36775.0
5498,34989,36928.0
5499,34989,36929.0
5500,34989,36969.0
5501,34989,37026.0
5502,34989,37027.0
5503,34989,37121.0
5504,34989,37206.0
5505,34989,37207.0
5506,34989,37405.0
5507,34989,37406.0
5508,34989,37422.0
5509,34989,37581.0
5510,34989,37583.0
5511,34989,37590.0
5512,34989,37722.0
5513,34989,37724.0
5514,34989,37725.0
5515,34989,37846.0
5516,34989,37847.0
5517,34989,37848.0
5518,34989,37865.0
5519,34989,37988.0
5520,34989,38128.0
5521,34989,38129.0
5522,34989,38130.0
5523,34989,38131.0
5524,34989,38245.0
5525,34989,38355.0
5526,34989,38539.0
5527,34989,38550.0
5528,34989,38576.0
5529,34989,38577.0
5530,34989,38740.0
5531,34989,38744.0
5532,34989,38873.0
5533,34989,38875.0
5534,34989,39024.0
5535,34989,39025.0
5536,34989,39026.0
5537,34989,39163.0
5538,34989,39164.0
5539,34989,39165.0
5540,34989,39166.0
5541,34989,39305.0
5542,34989,39309.0
5543,34989,39490.0
5544,34989,39491.0
5545,34989,39492.0
5546,34989,39493.0
5547,34989,39494.0
5548,34989,39498.0
5549,34989,39610.0
5550,34989,39727.0
5551,34989,39728.0
5552,34989,39730.0
5553,34989,39731.0
5554,34989,39732.0
5555,34989,39867.0
5556,34989,39956.0
5557,35002,36773.0
5558,35002,36677.0
5559,35002,39284.0
5560,52818,60950.0
5561,52818,62678.0
5562,52818,62411.0
5563,52818,63085.0
5564,52818,61329.0
5565,52818,63210.0
5566,52818,61771.0
5567,52818,63228.0
5568,52818,61609.0
5569,52818,62547.0
5570,52818,60951.0
5571,52818,63212.0
5572,52818,63071.0
5573,52818,61772.0
5574,52818,62283.0
5575,52818,61164.0
5576,52818,60827.0
5577,52818,63348.0
5578,52818,62546.0
5579,52818,61607.0
5580,52818,60826.0
5581,52818,64011.0
5582,52818,61312.0
5583,52818,62548.0
5584,52818,61167.0
5585,52818,62148.0
5586,52818,62549.0
5587,52818,60667.0
5588,52818,64657.0
5589,52818,60514.0
5590,52818,62282.0
5591,52818,61168.0
5592,52818,60512.0
5593,52818,62838.0
5594,52818,61462.0
5595,52818,61892.0
5596,52818,61463.0
5597,52818,61464.0
5598,52818,62550.0
5599,52818,63070.0
5600,52818,60954.0
5601,52818,60961.0
5602,52818,61313.0
5603,52818,61460.0
5604,52818,61766.0
5605,52818,61770.0
5606,52818,62045.0
5607,52818,62147.0
5608,52818,62284.0
5609,52818,62429.0
5610,52818,62836.0
5611,52818,62967.0
5612,52818,62968.0
5613,52818,63072.0
5614,52818,63347.0
5615,52818,64269.0
5616,35012,39957.0
5617,35012,36689.0
5618,35012,39496.0
5619,35012,39029.0
5620,35012,36927.0
5621,35012,39959.0
